ID,Model,Year,Engine_Volume,Engine_Type,Horse_Power,Gearbox,Transmitter,Mileage,Price
4640,Mercedes Sprinter 515,2008,2.2,Dizel,150.0,Mexaniki,Arxa,213000,36 400 AZN
4641,Kia Sorento,2023,1.6,Hibrid,230.0,Avtomat,Ön,1400,49 700 USD
4642,MAN TGX 18.440,2011,12.0,Dizel,440.0,Mexaniki,Arxa,998000,61 555 AZN
4643,Hyundai Grandeur,2011,2.4,Benzin,180.0,Avtomat,Ön,168000,23 200 AZN
4644,Hyundai Azera,2023,1.6,Hibrid,230.0,Avtomat,Ön,0,77 900 AZN
4645,Audi A5,2015,2.0,Benzin,225.0,Avtomat,Tam,103000,30 900 AZN
4646,KG Mobility Tivoli,2023,1.6,Benzin,128.0,Avtomat,Ön,0,36 400 AZN
4647,Toyota Corolla,2023,1.8,Hibrid,136.0,Avtomat,Ön,0,21 800 USD
4648,XPeng G9,2023,,Elektro,313.0,Reduktor,Arxa,0,49 900 USD
4649,Mitsubishi Outlander Sport,2016,2.0,Benzin,150.0,Avtomat,Ön,145000,26 300 AZN
4650,Mercedes GLA 250,2015,2.0,Benzin,211.0,Avtomat,Tam,99500,22 300 USD
4651,Hyundai Sonata,2014,1.6,Benzin,177.0,Avtomat,Ön,170500,21 800 AZN
4652,Toyota Corolla,2008,1.6,Benzin,124.0,Avtomat,Ön,238000,15 900 AZN
4653,BMW 328,2015,2.0,Benzin,245.0,Avtomat,Arxa,132000,20 300 USD
4654,Hyundai Accent,2014,1.4,Benzin,108.0,Avtomat,Ön,161000,19 500 AZN
4655,Land Rover RR Velar,2019,2.0,Benzin,250.0,Avtomat,Tam,54000,48 000 USD
4656,Hyundai Elantra,2014,1.8,Benzin,150.0,Avtomat,Ön,200000,23 700 AZN
4657,Mercedes Sprinter 515,2008,2.2,Dizel,150.0,Mexaniki,Arxa,213000,36 400 AZN
4658,Kia Sorento,2023,1.6,Hibrid,230.0,Avtomat,Ön,1400,49 700 USD
4659,MAN TGX 18.440,2011,12.0,Dizel,440.0,Mexaniki,Arxa,998000,61 555 AZN
4660,Hyundai Grandeur,2011,2.4,Benzin,180.0,Avtomat,Ön,168000,23 200 AZN
4661,Hyundai Azera,2023,1.6,Hibrid,230.0,Avtomat,Ön,0,77 900 AZN
4662,Lexus LX 570,2014,5.7,Benzin,383.0,Avtomat,Tam,88063,58 540 USD
4663,Ford Fusion (North America),2017,1.5,Benzin,181.0,Avtomat,Ön,114000,20 900 AZN
4664,Hyundai IONIQ 5,2023,,Elektro,217.0,Reduktor,Ön,0,63 000 AZN
4665,Geely Tugella S,2023,2.0,Benzin,238.0,Avtomat,Tam,0,66 900 AZN
4666,Hyundai Azera,2023,1.6,Hibrid,230.0,Avtomat,Ön,0,84 900 AZN
4667,LADA (VAZ) 2101,1971,1.3,Benzin,65.0,Mexaniki,Arxa,99000,3 900 AZN
4668,Kia K3,2014,1.6,Dizel,132.0,Avtomat,Ön,118000,23 900 AZN
4669,Hyundai Tucson,2023,1.6,Hibrid,230.0,Avtomat,Ön,0,51 500 AZN
4670,Mercedes Sprinter 515,2008,2.2,Dizel,150.0,Mexaniki,Arxa,177000,38 400 AZN
4671,Lexus LX 570,2012,5.7,Benzin,383.0,Avtomat,Tam,147375,41 900 USD
4672,Hyundai Matrix,2005,1.5,Dizel,103.0,Mexaniki,Ön,280000,10 500 AZN
4673,Hyundai Tucson,2024,2.0,Benzin,154.0,Avtomat,Ön,0,51 200 AZN
4674,Land Rover Range Rover,2014,5.0,Benzin,510.0,Avtomat,Tam,82000,70 000 USD
4675,Hyundai Sonata,2023,2.0,Hibrid,192.0,Avtomat,Ön,0,63 900 AZN
4676,Hyundai Sonata,2016,2.0,Benzin,165.0,Avtomat,Ön,137100,24 800 AZN
4677,BMW 530e,2018,2.0,Plug-in Hibrid,292.0,Avtomat,Arxa,94951,33 200 USD
4678,Hyundai Grandeur,2015,2.2,Dizel,202.0,Avtomat,Ön,185000,33 800 AZN
4679,Hyundai i20,2023,1.4,Benzin,100.0,Avtomat,Ön,0,33 900 AZN
4680,Mercedes C 200,1997,2.0,Benzin,136.0,Avtomat,Arxa,506000,10 300 AZN
4681,Lexus ES 300h,2023,2.5,Hibrid,218.0,Avtomat,Ön,0,49 700 USD
4682,UAZ Hunter,2023,2.7,Benzin,112.0,Mexaniki,Tam,0,37 500 AZN
4683,BYD Song Plus,2024,,Elektro,184.0,Reduktor,Ön,0,31 999 USD
4684,Bajaj Pulsar NS 200,2024,0.3,Benzin,23.0,Mexaniki,Arxa,0,6 599 AZN
4685,Mercedes C 300,2015,2.0,Benzin,245.0,Avtomat,Arxa,123000,22 700 USD
4686,Renault Logan,2021,1.6,Benzin,102.0,Avtomat,Ön,39000,20 500 AZN
4687,Hyundai Elantra,2018,2.0,Benzin,150.0,Avtomat,Ön,61000,23 800 AZN
4688,Porsche Panamera GTS,2013,4.8,Benzin,440.0,Robot,Tam,168000,31 700 USD
4689,Hyundai Veloster,2012,1.6,Benzin,132.0,Avtomat,Arxa,170000,19 500 AZN
4690,Opel Astra,2007,1.4,Benzin,90.0,Mexaniki,Ön,198000,11 900 AZN
4691,BMW 328,2015,2.0,Benzin,245.0,Avtomat,Arxa,132000,20 300 USD
4692,Toyota Land Cruiser,2009,4.0,Benzin,282.0,Avtomat,Tam,167000,29 500 USD
4693,BMW 530e,2018,2.0,Plug-in Hibrid,292.0,Avtomat,Arxa,94951,33 200 USD
4694,Hyundai Grandeur,2015,2.2,Dizel,202.0,Avtomat,Ön,185000,33 800 AZN
4695,Hyundai i20,2023,1.4,Benzin,100.0,Avtomat,Ön,0,33 900 AZN
4696,Mercedes C 200,1997,2.0,Benzin,136.0,Avtomat,Arxa,506000,10 300 AZN
4697,Hyundai Santa Fe,2023,1.6,Hibrid,230.0,Avtomat,Tam,0,79 900 AZN
4698,Haval H6,2020,2.5,Benzin,224.0,Avtomat,Ön,29000,20 600 USD
4699,Toyota Prius,2010,1.8,Hibrid,99.0,Variator,Ön,214000,17 000 AZN
4700,Kia Sorento,2018,2.0,Dizel,186.0,Avtomat,Ön,103000,48 500 AZN
4701,Hyundai Getz,2008,1.4,Benzin,97.0,Avtomat,Ön,207332,11 800 AZN
4702,IM LS7,2024,,Elektro,578.0,Reduktor,Tam,0,64 700 USD
4703,Hyundai Azera,2013,2.4,Benzin,180.0,Avtomat,Ön,152850,27 300 AZN
4704,BMW 428,2014,2.0,Benzin,245.0,Avtomat,Arxa,272000,37 900 AZN
4705,GAZ 33021,1998,2.5,Benzin,131.0,Mexaniki,Arxa,106900,8 500 AZN
4706,Kia Sorento,2015,2.0,Dizel,184.0,Avtomat,Ön,154000,39 900 AZN
4707,LADA (VAZ) 2106,1982,1.6,Benzin,75.0,Mexaniki,Arxa,123456,2 900 AZN
4708,Hyundai Elantra,2013,1.8,Benzin,150.0,Avtomat,Ön,199000,20 900 AZN
4709,Mercedes C 230,1999,2.3,Benzin,193.0,Avtomat,Arxa,511270,10 800 AZN
4710,Toyota Prius,2008,1.5,Hibrid,76.0,Variator,Ön,340000,8 700 AZN
4711,Ford Fusion (North America),2019,2.0,Benzin,240.0,Avtomat,Ön,111000,27 800 AZN
4712,Mercedes C 300,2015,2.0,Benzin,245.0,Avtomat,Arxa,112500,24 900 USD
4713,BMW 530,2017,2.0,Benzin,245.0,Avtomat,Arxa,60000,32 900 USD
4714,UAZ 452,1981,2.4,Benzin,100.0,Mexaniki,Tam,1400000,3 500 AZN
4715,Mercedes C 250,2014,1.8,Benzin,204.0,Avtomat,Arxa,225000,23 900 AZN
4716,Audi A7,2015,2.0,Benzin,249.0,Avtomat,Ön,99000,30 000 USD
4717,BMW 120,2008,2.0,Dizel,177.0,Mexaniki,Arxa,260000,19 000 AZN
4718,Skywell HT-i,2023,1.5,Plug-in Hibrid,290.0,Avtomat,Ön,0,36 900 USD
4719,Mercedes G 63 AMG,2023,4.0,Benzin,585.0,Avtomat,Tam,1771,283 000 USD
4720,VGV U70 Pro,2024,1.5,Benzin,156.0,Avtomat,Ön,0,35 500 AZN
4721,Chevrolet Cruze,2013,1.4,Benzin,141.0,Avtomat,Ön,115000,11 000 AZN
4722,Haval H6,2020,2.0,Benzin,224.0,Avtomat,Ön,64080,35 900 AZN
4723,Fiat Fiorino,2022,1.3,Benzin,75.0,Mexaniki,Ön,54000,19 000 AZN
4724,BMW 530,2018,2.0,Benzin,245.0,Avtomat,Arxa,145000,38 500 USD
